created_at,id,id_string,hashtags,hashtag_count,favorited,favorite_count,retweeted,retweet_count,user_name,user_screen_name,user_id,user_id_string,user_friends_count,hashtag_list,stitchfix_boolean,stelladot_boolean
Tue Jul 18 15:14:56 +0000 2017,887329849341358082,887329849341358082,"[{'indices': [77, 83], 'text': 'Shoes'}, {'indices': [84, 100], 'text': 'AnniversarySale'}]",2,False,0,False,0,Tom Ballentine,BallentineStyle,16484815,16484815,926,"Shoes, AnniversarySale",False,False
Tue Jul 18 15:35:37 +0000 2017,887335054262779905,887335054262779905,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,kathy bp,LifeWithKathy,439533357,439533357,1167,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 15:54:56 +0000 2017,887339915356368901,887339915356368901,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Cassidy Springfield,CassidySpringf2,4333893622,4333893622,1015,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 15:55:26 +0000 2017,887340042234015744,887340042234015744,"[{'indices': [24, 34], 'text': 'stitchfix'}, {'indices': [35, 41], 'text': 'style'}, {'indices': [42, 51], 'text': 'clothing'}]",3,False,0,False,0,Mom Among Chaos,MomAmongChaos,882682116,882682116,1672,"stitchfix, style, clothing",True,False
Tue Jul 18 16:05:48 +0000 2017,887342648440352769,887342648440352769,"[{'indices': [132, 142], 'text': 'Stitchfix'}]",1,False,0,False,0,Angela Robinson,angelwings17948,22787542,22787542,171,Stitchfix,True,False
Tue Jul 18 16:14:14 +0000 2017,887344771726848000,887344771726848000,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,kasandria,SBellasWays,17644563,17644563,14438,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 16:49:10 +0000 2017,887353562681851904,887353562681851904,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Lori Felix,morewless,18929351,18929351,37801,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 16:50:43 +0000 2017,887353953830060032,887353953830060032,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,CourtneyLynne,BloggyBarbie,1496051322,1496051322,1938,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 16:58:31 +0000 2017,887355915296362496,887355915296362496,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Fountain Of 30,FountainOf30,10112122,10112122,3179,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 17:30:26 +0000 2017,887363950525825028,887363950525825028,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Katherine Hahn,krazykatfreebie,429970790,429970790,4233,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 17:32:13 +0000 2017,887364399559835648,887364399559835648,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Trina,mommyhoodLife,883283184,883283184,4946,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 17:42:18 +0000 2017,887366936337686528,887366936337686528,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Owen Jones,owen_author,28947434,28947434,33629,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 17:54:11 +0000 2017,887369925605511168,887369925605511168,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Ashley,sayhellonature,204998869,204998869,4223,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 18:02:23 +0000 2017,887371989286924288,887371989286924288,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,A Blissful Nest,ABlissfulNest,231964962,231964962,941,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 18:32:05 +0000 2017,887379465294065664,887379465294065664,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Myrah Duque,Couponmamacita,103077936,103077936,22710,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 18:32:08 +0000 2017,887379476719386624,887379476719386624,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Whoneedsacape,Whoneedsacape,845899604,845899604,8701,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 18:33:48 +0000 2017,887379895554363395,887379895554363395,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,EmMa JaMeS,DJayJp,1176642146,1176642146,1772,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 19:05:17 +0000 2017,887387820448514048,887387820448514048,"[{'indices': [36, 46], 'text': 'StitchFix'}]",1,False,2,False,0,Spirit of 608,Spiritof608,386827091,386827091,853,StitchFix,True,False
Tue Jul 18 19:24:13 +0000 2017,887392585269993472,887392585269993472,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Bianca,SlickHousewives,220403007,220403007,4037,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 19:39:33 +0000 2017,887396440850485248,887396440850485248,"[{'indices': [25, 33], 'text': 'NewInDL'}]",1,False,1,False,1,DAILYLOOK,dailylook,340773172,340773172,91,NewInDL,False,False
Tue Jul 18 19:44:20 +0000 2017,887397644124905472,887397644124905472,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Trippin With Tara,tasalinas,31140913,31140913,2600,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 19:45:10 +0000 2017,887397855123709952,887397855123709952,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Krystal Miller,hhtfamilyblog,567434715,567434715,5789,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 20:12:48 +0000 2017,887404810764300288,887404810764300288,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,MaryB,KnottyMarie,358612473,358612473,12511,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 20:25:09 +0000 2017,887407917871255552,887407917871255552,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,In The Know Mom,intheknowmom,69744204,69744204,1147,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 20:50:07 +0000 2017,887414198803759104,887414198803759104,[],0,False,0,False,0,Leslie Thompson,lthompson58,95660389,95660389,718,,False,False
Tue Jul 18 20:51:14 +0000 2017,887414480270962691,887414480270962691,"[{'indices': [19, 29], 'text': 'Stitchfix'}]",1,False,1,False,0,Kristine Angstadt,kristinemacort,266284451,266284451,395,Stitchfix,True,False
Tue Jul 18 21:04:17 +0000 2017,887417764842946560,887417764842946560,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Views and More,CMarieNico,384962002,384962002,3089,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 21:12:09 +0000 2017,887419747134050308,887419747134050308,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,The Bandit Lifestyle,GiveawayBandit,325805405,325805405,24026,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 21:36:49 +0000 2017,887425951470145537,887425951470145537,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Kristen MTBOE,Makebestcrafts,460192598,460192598,835,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 21:37:47 +0000 2017,887426195951935488,887426195951935488,[],0,False,1,False,0,Trunk Club,TrunkClub,19734728,19734728,1347,,False,False
Tue Jul 18 21:48:12 +0000 2017,887428816770969601,887428816770969601,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,MilitaryWivesSaving,MilWivesSaving,25388795,25388795,527,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 21:49:48 +0000 2017,887429219352928256,887429219352928256,"[{'indices': [88, 91], 'text': 'AI'}, {'indices': [92, 100], 'text': 'Fashion'}, {'indices': [101, 111], 'text': 'StitchFix'}]",3,False,0,False,0,4-Tell,4TellCorp,275676117,275676117,1349,"AI, Fashion, StitchFix",True,False
Tue Jul 18 22:08:34 +0000 2017,887433945360379904,887433945360379904,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Lena Burkut,elenka29,204389728,204389728,19656,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 22:14:56 +0000 2017,887435546242560000,887435546242560000,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,ColorSutraa,ColorSutraa,1270983182,1270983182,573,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 22:17:31 +0000 2017,887436194455400448,887436194455400448,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Kimberly Ritter,2kidsandacoupon,218697713,218697713,70510,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 22:37:46 +0000 2017,887441293584080896,887441293584080896,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,philZENdia,philZENdia,279585613,279585613,64928,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 22:54:43 +0000 2017,887445556603346944,887445556603346944,"[{'indices': [37, 42], 'text': 'love'}, {'indices': [43, 55], 'text': 'fashionista'}, {'indices': [56, 65], 'text': 'boutique'}, {'indices': [66, 76], 'text': 'instalove'}, {'indices': [77, 87], 'text': 'stitchfix'}, {'indices': [88, 97], 'text': 'modcloth'}]",6,False,4,False,0,Conntempo Boutique,conntempo,4912813632,4912813632,31,"love, fashionista, boutique, instalove, stitchfix, modcloth",True,False
Tue Jul 18 23:25:58 +0000 2017,887453420646531072,887453420646531072,"[{'indices': [6, 16], 'text': 'stitchfix'}]",1,False,0,False,0,Jeanie Watson,jeaniemarie317,699257909109268481,699257909109268481,947,stitchfix,True,False
Tue Jul 18 23:27:45 +0000 2017,887453870867140610,887453870867140610,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,PinkNinjaBlogger,PinkNinjaBlogg,601617485,601617485,31220,"clothing, fashion, subscriptionbox, stitchfix",True,False
Tue Jul 18 23:33:37 +0000 2017,887455347346157569,887455347346157569,"[{'indices': [52, 69], 'text': 'onekentuckymomma'}, {'indices': [70, 80], 'text': 'stitchfix'}]",2,False,1,False,0,Elizabeth Schepens,lizzyschepens,3060206024,3060206024,224,"onekentuckymomma, stitchfix",True,False
Wed Jul 19 00:01:36 +0000 2017,887462388802482176,887462388802482176,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,nyc_guide,guidednyc,2906807498,2906807498,2289,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 00:45:26 +0000 2017,887473421097066496,887473421097066496,"[{'indices': [30, 40], 'text': 'stitchfix'}, {'indices': [41, 57], 'text': 'subscriptionbox'}]",2,False,0,False,0,Jennifer V.,theramblingjen,16106799,16106799,726,"stitchfix, subscriptionbox",True,False
Wed Jul 19 00:45:31 +0000 2017,887473441632174080,887473441632174080,"[{'indices': [60, 69], 'text': 'momstyle'}, {'indices': [70, 78], 'text': 'fashion'}, {'indices': [79, 89], 'text': 'stitchfix'}]",3,False,0,False,0,Lara Molettiere,LarasPlace,229114143,229114143,953,"momstyle, fashion, stitchfix",True,False
Wed Jul 19 00:52:11 +0000 2017,887475118519144448,887475118519144448,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Jays SweetNSour Life,SweetNSourDeals,227782695,227782695,20338,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 01:33:31 +0000 2017,887485521001299969,887485521001299969,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Star Diaries,vrstardiaries,3250269434,3250269434,1154,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 01:49:50 +0000 2017,887489627296342016,887489627296342016,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Chelsea and Nate Day,somedaypicks,84365021,84365021,87089,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 01:57:21 +0000 2017,887491518809899009,887491518809899009,"[{'indices': [75, 85], 'text': 'StitchFix'}, {'indices': [86, 105], 'text': 'StitchfixAffiliate'}]",2,False,0,False,0,AMOD-DOMA studio,AMOD_DOMA,694863186646933504,694863186646933504,3636,"StitchFix, StitchfixAffiliate",True,False
Wed Jul 19 02:01:23 +0000 2017,887492534355857409,887492534355857409,"[{'indices': [0, 10], 'text': 'stitchfix'}, {'indices': [11, 30], 'text': 'stitchfixobsession'}]",2,False,2,False,0,Cindy Randles,Cindy_Randles,185489458,185489458,583,"stitchfix, stitchfixobsession",True,False
Wed Jul 19 02:05:18 +0000 2017,887493520633675776,887493520633675776,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,candice lee,candielee41,2476163031,2476163031,1774,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 02:14:17 +0000 2017,887495780449132545,887495780449132545,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Lisa O'Driscoll,FunMoneyMom,3106427481,3106427481,24444,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 02:15:32 +0000 2017,887496094464135168,887496094464135168,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Old House New Home,OldHousetoHome,2831890514,2831890514,517,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 02:18:38 +0000 2017,887496875389136896,887496875389136896,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Julie,julieredshoes,2709630930,2709630930,3466,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 02:28:10 +0000 2017,887499273604132864,887499273604132864,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Smiling Notes,smilingnote,3394743885,3394743885,4300,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 03:00:39 +0000 2017,887507450101878784,887507450101878784,"[{'indices': [57, 65], 'text': 'momlife'}, {'indices': [66, 76], 'text': 'stitchfix'}, {'indices': [77, 86], 'text': 'momstyle'}]",3,False,1,False,0,Lara Molettiere,LarasPlace,229114143,229114143,953,"momlife, stitchfix, momstyle",True,False
Wed Jul 19 04:06:35 +0000 2017,887524041904541696,887524041904541696,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,MomGlenz,MomGlenz,15171099,15171099,13744,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 04:51:03 +0000 2017,887535230848045056,887535230848045056,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,That Mama Gretchen,ThatMamaG,167969897,167969897,1787,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 04:53:32 +0000 2017,887535857783197696,887535857783197696,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Queen Thrifty,QueenThrifty,60491745,60491745,4870,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 05:12:10 +0000 2017,887540543949025280,887540543949025280,"[{'indices': [82, 92], 'text': 'StitchFix'}, {'indices': [93, 112], 'text': 'StitchfixAffiliate'}]",2,False,0,False,0,AMOD-DOMA studio,AMOD_DOMA,694863186646933504,694863186646933504,3636,"StitchFix, StitchfixAffiliate",True,False
Wed Jul 19 05:16:11 +0000 2017,887541556516974593,887541556516974593,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Home.Made.Interest,hmiblog,2419234781,2419234781,1647,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 05:42:08 +0000 2017,887548086247014400,887548086247014400,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Shelley Zurek,stillblondeaaty,172336081,172336081,3462,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 06:02:21 +0000 2017,887553173153599488,887553173153599488,"[{'indices': [82, 92], 'text': 'StitchFix'}, {'indices': [93, 112], 'text': 'StitchfixAffiliate'}]",2,False,0,False,0,AMOD-DOMA studio,AMOD_DOMA,694863186646933504,694863186646933504,3636,"StitchFix, StitchfixAffiliate",True,False
Wed Jul 19 07:00:14 +0000 2017,887567743108513792,887567743108513792,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Disney Dreaming,DisneyDream717,770154132971945984,770154132971945984,4125,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 07:37:59 +0000 2017,887577243685232641,887577243685232641,"[{'indices': [48, 58], 'text': 'stitchfix'}]",1,False,1,False,0,Tweeting 2 the Stars,Tweetn2theStars,488212149,488212149,661,stitchfix,True,False
Wed Jul 19 10:36:53 +0000 2017,887622264522502144,887622264522502144,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Shell Feis,NotQuiteSusie,112977585,112977585,20638,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 12:00:12 +0000 2017,887643231860609024,887643231860609024,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Emily Reviews,EmilyReviewsCom,67432128,67432128,8806,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 13:10:10 +0000 2017,887660836663304192,887660836663304192,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Michele,SunshineFlipFl,543779837,543779837,1419,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 13:26:09 +0000 2017,887664861840146432,887664861840146432,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Stephanie,TheTipToeFairy,166681305,166681305,6508,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 13:38:09 +0000 2017,887667881265184768,887667881265184768,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,christine,foodyschmoody,882473587,882473587,3904,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 14:07:14 +0000 2017,887675197863723009,887675197863723009,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Erica Bodker,EricasWalk,568679268,568679268,29266,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 14:39:08 +0000 2017,887683226822516737,887683226822516737,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Krystal,SunnySweetDays,16467410,16467410,12287,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 14:44:13 +0000 2017,887684505934340096,887684505934340096,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,SmartShopperGuide,smartshopperv,3051356000,3051356000,1523,"clothing, fashion, subscriptionbox, stitchfix",True,False
Wed Jul 19 14:57:48 +0000 2017,887687927324651522,887687927324651522,"[{'indices': [34, 44], 'text': 'StitchFix'}, {'indices': [64, 80], 'text': 'personalstylist'}]",2,False,11,False,10,Nichole,LapdogCreations,179136872,179136872,704,"StitchFix, personalstylist",True,False
Wed Jul 19 15:14:18 +0000 2017,887692077512962049,887692077512962049,"[{'indices': [61, 71], 'text': 'stitchfix'}, {'indices': [72, 80], 'text': 'fashion'}, {'indices': [81, 89], 'text': 'blogger'}]",3,False,0,False,0,Trish,TrishListBlog,2447184829,2447184829,1042,"stitchfix, fashion, blogger",True,False
Wed Jul 19 15:15:48 +0000 2017,887692453477629952,887692453477629952,"[{'indices': [55, 65], 'text': 'StitchFix'}, {'indices': [85, 101], 'text': 'personalstylist'}]",2,False,0,False,10,Nikki Stevens,SimplySweetDays,1002602024,1002602024,4650,"StitchFix, personalstylist",True,False
Wed Jul 19 15:25:40 +0000 2017,887694936509992962,887694936509992962,"[{'indices': [55, 65], 'text': 'StitchFix'}, {'indices': [85, 101], 'text': 'personalstylist'}]",2,False,0,False,10,ChitChatMom,blogger4fun2011,533735594,533735594,10679,"StitchFix, personalstylist",True,False
Wed Jul 19 16:12:21 +0000 2017,887706688249225216,887706688249225216,"[{'indices': [78, 87], 'text': 'clothing'}, {'indices': [88, 96], 'text': 'fashion'}, {'indices': [97, 113], 'text': 'subscriptionbox'}, {'indices': [114, 124], 'text': 'stitchfix'}]",4,False,0,False,229,Jennifer H,Lovesmytwoboys,276520075,276520075,5841,"clothing, fashion, subscriptionbox, stitchfix",True,False
